order_id,customer_id,order_date,product_id,quantity,price,city,payment_method
100,488,2023-02-01,17,4,1810,Санкт-Петербург,Online
101,399,2024-10-22,17,4,2433,Казань,Cash
102,348,2024-04-05,6,4,2030,Казань,Cash
103,272,2024-01-11,19,4,1627,Екатеринбург,Cash
104,96,2024-05-26,1,3,42717,Новосибирск,Cash
105,229,2023-08-08,3,5,25435,Новосибирск,Cash
106,232,2023-06-26,2,4,36237,Екатеринбург,Card
107,282,2024-07-09,7,3,7192,Казань,Cash
108,261,2023-08-18,10,2,11948,Москва,Card
109,284,2024-08-09,11,2,1861,Казань,Cash
110,159,2024-02-12,12,5,3825,Екатеринбург,Online
111,65,2023-11-21,17,4,1104,Москва,Cash
112,450,2024-07-18,16,4,1551,Новосибирск,Card
113,266,2023-06-06,16,2,1517,Казань,Card
114,459,2023-10-18,16,2,4750,Москва,Cash
115,321,2023-11-07,4,2,93238,Новосибирск,Online
116,79,2023-06-25,1,1,75873,Новосибирск,Online
117,42,2023-02-16,5,5,54252,Новосибирск,Cash
118,328,2023-02-01,16,2,5563,Екатеринбург,Online
119,413,2024-02-20,10,5,6449,Казань,Cash
120,213,2024-05-10,14,1,6179,Екатеринбург,Card
121,164,2023-12-20,1,3,89516,Екатеринбург,Card
122,124,2024-04-22,7,3,10702,Москва,Cash
123,149,2024-01-29,8,4,3808,Новосибирск,Cash
124,161,2023-07-14,16,2,6407,Санкт-Петербург,Cash
125,12,2023-04-03,9,5,9671,Екатеринбург,Online
126,25,2023-02-21,12,4,20115,Казань,Cash
127,5,2023-04-21,17,5,4896,Екатеринбург,Card
128,24,2024-02-15,3,3,105355,Москва,Online
129,38,2024-01-31,8,5,7439,Новосибирск,Cash
130,61,2023-05-12,3,5,46663,Москва,Cash
131,387,2023-05-28,18,3,3495,Санкт-Петербург,Online
132,20,2023-05-21,11,5,2319,Казань,Cash
133,72,2023-12-02,20,5,4723,Новосибирск,Cash
134,173,2024-06-03,12,2,10805,Новосибирск,Online
135,418,2023-01-18,9,4,10722,Казань,Cash
136,447,2024-10-06,11,1,11081,Москва,Online
137,370,2023-02-22,1,4,44803,Новосибирск,Cash
138,397,2024-01-25,1,2,78712,Санкт-Петербург,Online
139,98,2023-01-20,11,2,23954,Екатеринбург,Cash
140,211,2024-05-28,17,4,2170,Новосибирск,Cash
141,288,2023-11-29,12,1,17996,Екатеринбург,Online
142,176,2024-07-13,18,4,4867,Казань,Online
143,143,2024-07-25,1,3,89963,Казань,Card
144,354,2024-05-15,7,3,6235,Казань,Cash
145,294,2024-11-23,13,3,10430,Новосибирск,Cash
146,22,2023-10-22,20,4,2879,Москва,Cash
147,104,2024-07-05,14,4,16698,Казань,Online
148,301,2023-09-03,20,3,6569,Санкт-Петербург,Card
149,52,2024-02-28,14,5,8629,Казань,Online
150,476,2023-06-11,1,4,23178,Екатеринбург,Online
151,147,2024-10-23,1,4,72580,Москва,Card
152,468,2023-06-29,7,5,10267,Екатеринбург,Card
153,480,2023-10-24,8,1,8004,Москва,Card
154,146,2024-04-10,12,3,4516,Новосибирск,Online
155,99,2023-04-26,6,4,9761,Казань,Card
156,8,2023-12-12,4,4,94972,Казань,Online
157,424,2024-03-13,8,2,11509,Новосибирск,Cash
158,245,2023-11-28,5,1,62538,Санкт-Петербург,Card
159,137,2023-12-04,3,3,60275,Казань,Online
160,355,2023-08-30,3,5,11498,Москва,Online
161,352,2024-05-29,13,1,6233,Казань,Online
162,114,2023-08-13,5,1,93717,Санкт-Петербург,Cash
163,360,2024-07-16,8,2,11424,Екатеринбург,Online
164,306,2023-03-25,8,2,5554,Новосибирск,Cash
165,58,2023-03-05,2,5,102244,Новосибирск,Online
166,168,2024-06-16,4,2,85065,Екатеринбург,Card
167,461,2024-06-06,11,2,17017,Екатеринбург,Card
168,289,2023-03-01,19,4,4242,Новосибирск,Cash
169,419,2023-01-04,3,3,104801,Санкт-Петербург,Online
170,33,2024-07-08,12,1,12289,Москва,Card
171,394,2023-05-19,3,4,14159,Екатеринбург,Cash
172,350,2024-11-08,9,4,7684,Новосибирск,Card
173,271,2023-05-11,15,3,18604,Санкт-Петербург,Card
174,279,2024-03-10,20,1,6390,Новосибирск,Cash
175,142,2023-07-13,20,2,1770,Москва,Card
176,35,2023-04-14,5,4,90599,Новосибирск,Card
177,23,2024-02-16,20,4,6566,Екатеринбург,Card
178,149,2023-08-28,8,5,2424,Новосибирск,Cash
179,449,2023-05-27,10,5,6753,Новосибирск,Card
180,486,2024-08-28,16,4,5060,Санкт-Петербург,Online
181,483,2024-10-20,3,4,82856,Екатеринбург,Online
182,154,2024-01-21,2,3,101266,Санкт-Петербург,Online
183,74,2024-04-19,7,4,5192,Москва,Online
184,199,2023-09-06,9,4,10630,Казань,Card
185,48,2024-07-02,13,3,15738,Санкт-Петербург,Card
186,448,2023-03-16,7,3,11411,Санкт-Петербург,Online
187,156,2023-01-16,5,5,38444,Санкт-Петербург,Card
188,310,2023-07-29,16,1,6198,Екатеринбург,Card
189,274,2024-10-26,8,5,6137,Казань,Cash
190,51,2024-04-25,1,3,57139,Казань,Card
191,443,2023-08-15,2,3,51015,Санкт-Петербург,Card
192,214,2023-10-30,20,3,6398,Санкт-Петербург,Card
193,256,2024-07-17,17,3,2513,Казань,Cash
194,376,2023-12-27,4,4,104838,Санкт-Петербург,Card
195,491,2023-03-02,7,5,4515,Новосибирск,Card
196,71,2024-10-07,13,1,1209,Санкт-Петербург,Card
197,192,2023-03-03,4,2,11198,Новосибирск,Online
198,273,2024-07-18,10,5,9493,Екатеринбург,Card
199,9,2024-05-29,18,1,2848,Екатеринбург,Card
200,99,2024-09-26,14,1,5879,Новосибирск,Cash
201,492,2024-02-20,13,3,3589,Екатеринбург,Online
202,424,2023-03-24,11,2,10829,Москва,Card
203,29,2024-10-14,14,4,19110,Москва,Online
204,402,2023-12-06,15,2,15218,Новосибирск,Card
205,455,2024-08-03,1,5,15577,Екатеринбург,Cash
206,337,2023-02-03,16,1,5116,Санкт-Петербург,Cash
207,421,2024-02-12,1,1,37152,Москва,Cash
208,347,2024-07-07,20,2,3687,Казань,Cash
209,499,2023-12-21,15,2,17409,Москва,Card
210,394,2024-09-20,13,4,12160,Новосибирск,Cash
211,231,2024-05-17,17,3,6918,Санкт-Петербург,Cash
212,300,2024-11-07,17,5,6068,Екатеринбург,Card
213,43,2023-10-02,16,5,1102,Санкт-Петербург,Cash
214,55,2023-04-04,15,2,11376,Москва,Cash
215,45,2023-07-11,9,4,5919,Екатеринбург,Cash
216,14,2023-04-02,2,5,82710,Казань,Online
217,7,2023-10-26,6,1,11298,Екатеринбург,Cash
218,267,2023-06-23,1,1,105006,Екатеринбург,Card
219,75,2023-03-06,18,2,4539,Санкт-Петербург,Cash
220,40,2024-01-05,10,3,6411,Казань,Card
221,55,2023-05-19,5,4,87831,Казань,Card
222,226,2023-12-09,20,4,3199,Екатеринбург,Online
223,486,2023-07-25,20,5,5441,Екатеринбург,Cash
224,356,2024-10-10,13,2,10550,Екатеринбург,Online
225,202,2024-01-09,16,2,6937,Москва,Online
226,394,2024-07-17,10,2,10439,Москва,Online
227,426,2023-03-12,1,4,102847,Екатеринбург,Online
228,130,2024-11-05,19,4,2482,Санкт-Петербург,Online
229,307,2024-05-05,19,4,4178,Новосибирск,Cash
230,405,2024-01-04,1,5,76402,Новосибирск,Online
231,182,2023-06-20,10,1,5567,Новосибирск,Card
232,55,2023-01-11,18,5,4026,Москва,Cash
233,353,2024-08-12,15,2,19284,Санкт-Петербург,Cash
234,354,2024-05-27,17,3,5321,Санкт-Петербург,Cash
235,472,2023-03-29,10,1,3212,Москва,Online
236,402,2023-07-31,2,2,55656,Новосибирск,Cash
237,357,2024-04-08,16,3,6414,Казань,Card
238,332,2023-04-22,9,3,3385,Санкт-Петербург,Online
239,170,2024-07-27,4,2,77632,Екатеринбург,Cash
240,96,2024-10-17,18,2,2011,Екатеринбург,Cash
241,304,2024-03-15,5,1,106650,Екатеринбург,Card
242,296,2023-04-15,5,2,36972,Новосибирск,Card
243,135,2024-11-17,18,3,1433,Екатеринбург,Online
244,301,2023-04-27,18,3,3715,Казань,Cash
245,410,2023-11-01,7,4,4326,Новосибирск,Online
246,123,2023-11-09,20,1,1465,Москва,Card
247,215,2024-09-02,8,3,3816,Санкт-Петербург,Online
248,276,2024-10-22,15,4,16947,Санкт-Петербург,Online
249,162,2024-04-06,14,2,5597,Новосибирск,Card
250,418,2024-01-29,12,3,5473,Новосибирск,Online
251,431,2024-03-30,19,4,6317,Екатеринбург,Card
252,17,2023-10-09,4,1,84107,Санкт-Петербург,Online
253,396,2024-05-22,16,3,6582,Новосибирск,Online
254,279,2024-01-11,20,1,6849,Новосибирск,Card
255,377,2024-10-31,16,4,1338,Санкт-Петербург,Cash
256,225,2023-05-01,17,1,1212,Санкт-Петербург,Card
257,324,2024-03-14,5,5,100326,Санкт-Петербург,Online
258,292,2023-12-26,10,2,4885,Новосибирск,Cash
259,150,2023-10-24,14,5,11605,Новосибирск,Cash
260,403,2024-02-26,16,5,6644,Москва,Cash
261,365,2023-11-26,13,2,9181,Санкт-Петербург,Online
262,138,2024-10-04,8,4,3829,Екатеринбург,Cash
263,264,2023-10-12,17,4,3800,Казань,Cash
264,434,2023-04-06,16,4,6841,Екатеринбург,Online
265,496,2024-03-15,4,3,18300,Санкт-Петербург,Cash
266,296,2023-05-14,12,3,12067,Новосибирск,Cash
267,321,2024-04-15,12,3,2505,Москва,Card
268,104,2023-05-16,5,2,67840,Казань,Card
269,191,2024-11-11,5,3,22234,Санкт-Петербург,Card
270,387,2023-08-28,5,4,91999,Екатеринбург,Online
271,245,2023-03-21,4,1,102235,Санкт-Петербург,Online
272,357,2023-12-18,6,2,8791,Москва,Cash
273,46,2023-04-15,9,2,2660,Москва,Cash
274,417,2023-05-17,1,3,49223,Санкт-Петербург,Card
275,85,2024-03-26,4,5,83831,Казань,Online
276,352,2024-03-29,1,2,92323,Санкт-Петербург,Card
277,197,2023-12-26,10,1,3517,Екатеринбург,Cash
278,128,2024-07-20,19,2,1190,Новосибирск,Online
279,106,2024-06-14,4,5,47345,Новосибирск,Online
280,28,2023-09-03,14,2,10684,Екатеринбург,Cash
281,37,2024-06-24,1,1,41599,Москва,Cash
282,188,2024-07-13,14,3,19624,Санкт-Петербург,Cash
283,135,2023-08-09,15,1,3212,Москва,Card
284,257,2024-03-01,8,4,6193,Екатеринбург,Online
285,316,2023-06-06,2,4,20803,Казань,Card
286,275,2023-12-01,8,3,9877,Екатеринбург,Online
287,30,2023-09-08,14,1,24919,Москва,Cash
288,159,2024-11-13,10,1,11531,Санкт-Петербург,Card
289,84,2024-05-23,16,1,592,Казань,Online
290,65,2023-10-03,3,5,112627,Москва,Card
291,33,2023-09-27,14,3,9912,Новосибирск,Online
292,29,2024-05-26,6,1,8957,Новосибирск,Card
293,346,2023-04-29,13,3,4371,Санкт-Петербург,Online
294,24,2024-04-28,15,5,1402,Казань,Cash
295,380,2024-11-02,16,2,6349,Екатеринбург,Card
296,139,2023-03-21,12,3,24602,Новосибирск,Cash
297,412,2024-06-12,13,1,6876,Москва,Cash
298,45,2024-07-20,9,1,6125,Екатеринбург,Card
299,156,2024-09-29,5,3,36302,Санкт-Петербург,Cash
300,462,2024-07-13,16,3,6500,Санкт-Петербург,Card
301,178,2024-10-13,1,1,63744,Москва,Cash
302,54,2023-07-30,14,1,24829,Новосибирск,Card
303,144,2023-04-06,12,4,5665,Москва,Card
304,44,2024-08-17,16,5,6626,Москва,Online
305,291,2023-03-05,15,2,3452,Екатеринбург,Online
306,475,2024-02-07,2,2,41034,Казань,Cash
307,70,2024-08-21,2,4,45645,Москва,Card
308,209,2023-05-04,12,1,16271,Новосибирск,Cash
309,437,2023-05-03,9,2,6551,Москва,Card
310,428,2023-12-02,3,3,118316,Санкт-Петербург,Card
311,347,2023-11-03,11,2,17825,Казань,Card
312,282,2023-09-13,4,1,63004,Москва,Cash
313,32,2023-08-16,17,1,597,Санкт-Петербург,Card
314,299,2024-08-23,2,4,58790,Казань,Card
315,415,2023-05-12,9,1,4739,Москва,Cash
316,474,2024-08-10,5,1,15596,Екатеринбург,Online
317,219,2023-06-26,1,4,75028,Казань,Card
318,18,2024-09-20,10,2,6085,Новосибирск,Online
319,452,2024-07-17,2,2,94840,Екатеринбург,Card
320,103,2024-10-20,1,1,46670,Новосибирск,Card
321,366,2024-01-03,4,5,114182,Екатеринбург,Online
322,199,2023-10-04,8,4,10767,Санкт-Петербург,Card
323,144,2023-03-01,20,3,6877,Екатеринбург,Online
324,52,2023-09-11,19,3,1807,Санкт-Петербург,Cash
325,434,2024-02-02,19,5,5216,Казань,Card
326,358,2024-01-03,8,2,11207,Новосибирск,Card
327,486,2023-07-12,19,3,5112,Екатеринбург,Online
328,29,2023-08-27,14,3,2243,Новосибирск,Card
329,470,2024-09-20,6,1,9331,Санкт-Петербург,Card
330,12,2023-06-01,13,3,11603,Новосибирск,Online
331,492,2023-03-16,4,2,111497,Казань,Online
332,166,2023-05-20,6,4,3155,Санкт-Петербург,Online
333,163,2023-06-28,10,4,11973,Новосибирск,Online
334,302,2023-06-29,18,5,5952,Екатеринбург,Cash
335,486,2024-08-09,7,3,4411,Екатеринбург,Online
336,114,2024-10-16,14,1,11427,Новосибирск,Card
337,178,2023-11-24,13,4,3549,Санкт-Петербург,Online
338,229,2023-01-12,16,1,3250,Казань,Card
339,403,2023-04-21,4,2,100855,Москва,Card
340,253,2024-01-23,1,4,67438,Казань,Online
341,389,2023-08-19,12,4,19941,Санкт-Петербург,Cash
342,164,2023-09-25,5,1,114752,Москва,Card
343,39,2024-07-14,6,3,7651,Москва,Cash
344,221,2024-10-31,18,5,753,Санкт-Петербург,Online
345,106,2023-07-14,20,4,3212,Екатеринбург,Online
346,145,2023-11-01,17,5,5911,Санкт-Петербург,Card
347,79,2023-02-25,9,1,10867,Казань,Card
348,308,2024-05-06,5,4,21485,Санкт-Петербург,Card
349,42,2024-04-29,5,1,37125,Москва,Cash
350,47,2024-10-19,15,4,22660,Новосибирск,Cash
351,229,2023-02-15,13,2,13104,Казань,Cash
352,32,2023-06-04,4,4,44524,Москва,Card
353,302,2023-08-21,11,3,14565,Новосибирск,Card
354,352,2024-05-01,19,4,4886,Новосибирск,Card
355,18,2024-05-29,14,4,13936,Новосибирск,Online
356,487,2024-04-04,2,5,98805,Санкт-Петербург,Card
357,217,2023-03-22,14,2,5134,Екатеринбург,Card
358,467,2023-03-10,18,2,3119,Москва,Cash
359,267,2024-04-14,17,5,2762,Москва,Online
360,213,2023-06-03,1,5,87014,Санкт-Петербург,Online
361,400,2023-04-14,16,5,5109,Казань,Online
362,249,2024-08-08,5,3,63856,Новосибирск,Cash
363,317,2024-09-15,9,1,6012,Екатеринбург,Card
364,244,2023-10-03,10,4,5392,Казань,Card
365,432,2024-05-18,2,3,117136,Москва,Card
366,374,2024-03-02,10,2,8759,Новосибирск,Online
367,380,2024-05-11,14,1,7926,Новосибирск,Cash
368,364,2024-06-02,3,1,77537,Екатеринбург,Card
369,449,2023-07-25,3,5,84537,Москва,Card
370,102,2023-10-08,5,1,69827,Казань,Cash
371,16,2023-09-05,17,5,6080,Казань,Cash
372,283,2023-12-25,10,5,4409,Казань,Card
373,198,2023-02-20,12,3,10341,Санкт-Петербург,Online
374,138,2024-10-29,16,2,2193,Екатеринбург,Online
375,332,2023-06-27,11,1,16535,Новосибирск,Card
376,496,2024-10-20,3,2,43081,Казань,Cash
377,239,2023-11-06,5,4,55706,Новосибирск,Online
378,340,2024-01-19,18,4,4690,Новосибирск,Online
379,56,2024-05-08,10,5,6131,Москва,Cash
380,336,2024-10-29,16,3,2639,Казань,Card
381,207,2024-11-07,3,2,77802,Казань,Online
382,152,2023-09-23,2,2,104540,Екатеринбург,Cash
383,293,2023-07-14,13,4,20104,Казань,Online
384,244,2024-11-18,8,2,10259,Казань,Online
385,50,2024-04-27,8,3,10646,Санкт-Петербург,Online
386,461,2023-12-10,14,3,6998,Москва,Card
387,455,2023-12-06,5,3,39272,Казань,Cash
388,28,2024-10-11,2,5,48541,Новосибирск,Online
389,62,2024-11-28,20,5,4599,Екатеринбург,Online
390,103,2023-12-17,10,3,2385,Екатеринбург,Online
391,399,2023-03-24,11,4,24451,Екатеринбург,Cash
392,232,2023-10-08,8,2,11895,Санкт-Петербург,Card
393,391,2023-04-01,5,5,110202,Санкт-Петербург,Online
394,495,2024-05-03,11,4,14218,Екатеринбург,Card
395,487,2023-01-15,19,1,3556,Казань,Online
396,128,2023-08-20,4,2,12348,Казань,Cash
397,157,2023-06-21,8,2,7784,Москва,Card
398,306,2024-06-20,9,3,8969,Казань,Cash
399,97,2023-06-18,1,2,54922,Екатеринбург,Card
400,12,2024-08-26,18,2,6513,Новосибирск,Card
401,131,2024-07-01,9,1,2112,Новосибирск,Card
402,25,2023-04-29,20,5,661,Екатеринбург,Cash
403,360,2023-06-06,16,4,4386,Санкт-Петербург,Online
404,340,2024-06-16,19,1,1327,Казань,Online
405,262,2024-09-24,5,5,101845,Москва,Cash
406,312,2023-07-24,13,1,17309,Казань,Online
407,21,2024-07-15,6,2,8213,Екатеринбург,Card
408,344,2023-04-02,19,4,604,Москва,Online
409,371,2023-04-14,13,4,17767,Казань,Online
410,26,2023-04-13,15,2,9654,Санкт-Петербург,Card
411,60,2023-04-08,17,3,6550,Москва,Card
412,458,2024-03-24,17,2,3428,Новосибирск,Cash
413,206,2024-02-14,7,1,7115,Екатеринбург,Cash
414,454,2023-06-20,18,4,5815,Москва,Card
415,248,2024-08-05,11,1,14632,Екатеринбург,Card
416,442,2024-12-01,10,5,7375,Санкт-Петербург,Cash
417,33,2023-09-25,9,4,8238,Казань,Card
418,115,2024-11-16,20,5,5128,Казань,Online
419,339,2023-09-12,20,5,4045,Екатеринбург,Cash
420,6,2024-10-20,1,4,29484,Санкт-Петербург,Online
421,252,2023-11-25,12,4,3453,Санкт-Петербург,Cash
422,330,2024-01-23,8,3,9805,Екатеринбург,Card
423,46,2024-05-25,7,1,8777,Екатеринбург,Cash
424,212,2023-02-06,18,1,3804,Новосибирск,Online
425,327,2023-11-08,1,1,118253,Новосибирск,Online
426,423,2023-02-25,3,2,95799,Санкт-Петербург,Cash
427,367,2024-11-03,6,3,11654,Казань,Online
428,2,2023-12-16,20,4,2316,Казань,Online
429,55,2023-02-16,16,3,6251,Санкт-Петербург,Cash
430,313,2023-07-20,2,2,117720,Санкт-Петербург,Card
431,174,2023-04-21,8,4,8988,Екатеринбург,Card
432,302,2024-05-31,15,5,15987,Санкт-Петербург,Cash
433,430,2024-08-22,3,1,79515,Екатеринбург,Online
434,418,2023-05-12,9,2,10979,Москва,Cash
435,215,2024-09-15,5,5,89450,Санкт-Петербург,Cash
436,71,2024-02-27,18,4,1592,Новосибирск,Online
437,378,2024-07-20,15,5,11286,Санкт-Петербург,Card
438,472,2024-11-19,11,2,23498,Санкт-Петербург,Online
439,166,2023-04-29,11,2,23751,Казань,Online
440,214,2024-11-21,20,4,6317,Новосибирск,Cash
441,13,2024-01-26,7,4,1709,Санкт-Петербург,Card
442,350,2023-09-14,11,1,6273,Санкт-Петербург,Card
443,417,2024-04-08,18,3,3438,Москва,Online
444,262,2023-10-22,7,5,10695,Москва,Cash
445,7,2023-09-15,13,4,19092,Санкт-Петербург,Online
446,364,2024-10-25,13,4,21767,Казань,Online
447,372,2023-07-18,2,5,106790,Казань,Cash
448,377,2024-06-10,3,2,99477,Москва,Cash
449,67,2023-06-14,19,1,2664,Новосибирск,Cash
450,21,2023-06-07,7,1,9140,Казань,Online
451,155,2024-05-17,3,1,111405,Новосибирск,Online
452,490,2023-07-08,17,3,2301,Новосибирск,Card
453,207,2023-04-05,5,5,30889,Казань,Card
454,151,2023-08-12,4,2,96944,Новосибирск,Online
455,178,2024-04-01,19,4,5979,Санкт-Петербург,Online
456,454,2023-11-25,1,5,91412,Екатеринбург,Card
457,13,2024-06-13,2,4,43631,Казань,Online
458,460,2024-10-29,13,5,2436,Санкт-Петербург,Cash
459,276,2024-06-30,1,5,20793,Москва,Online
460,218,2023-04-17,19,1,6114,Санкт-Петербург,Online
461,13,2024-04-15,6,4,2681,Казань,Card
462,286,2023-03-14,2,1,19600,Новосибирск,Card
463,208,2024-03-19,2,3,63429,Казань,Card
464,329,2024-09-25,10,4,3438,Москва,Online
465,55,2023-10-24,8,5,2689,Казань,Online
466,421,2024-11-07,9,1,8670,Москва,Cash
467,201,2024-07-12,17,2,6617,Казань,Online
468,448,2024-07-22,20,2,5034,Санкт-Петербург,Card
469,276,2024-07-14,11,1,20551,Москва,Cash
470,464,2024-10-23,2,2,108080,Новосибирск,Card
471,100,2023-04-28,2,2,34116,Санкт-Петербург,Online
472,282,2023-03-16,17,5,5781,Казань,Online
473,298,2024-05-13,6,1,3108,Казань,Cash
474,318,2023-03-13,8,2,5342,Санкт-Петербург,Cash
475,157,2024-08-21,3,4,69067,Санкт-Петербург,Online
476,3,2023-11-17,1,5,57774,Санкт-Петербург,Card
477,376,2023-12-06,12,4,5400,Екатеринбург,Cash
478,56,2023-06-29,17,4,5019,Новосибирск,Card
479,135,2024-10-03,1,3,118323,Москва,Online
480,417,2024-08-18,19,1,755,Новосибирск,Cash
481,279,2024-07-06,13,5,19074,Екатеринбург,Online
482,302,2023-10-25,4,2,57948,Санкт-Петербург,Cash
483,258,2023-01-11,8,5,2983,Санкт-Петербург,Online
484,82,2023-07-03,15,2,5599,Новосибирск,Online
485,113,2024-05-14,5,2,106458,Санкт-Петербург,Card
486,106,2024-06-14,15,3,2402,Казань,Cash
487,166,2023-04-16,13,4,2307,Новосибирск,Online
488,292,2023-06-28,2,3,119428,Екатеринбург,Online
489,265,2023-09-15,19,4,1137,Екатеринбург,Card
490,406,2024-05-08,12,5,12306,Новосибирск,Card
491,40,2024-06-10,5,5,28214,Казань,Card
492,368,2023-05-02,14,2,12869,Санкт-Петербург,Cash
493,246,2024-05-05,6,3,3356,Санкт-Петербург,Online
494,23,2023-05-11,20,2,2496,Новосибирск,Online
495,457,2024-08-09,18,2,821,Санкт-Петербург,Card
496,307,2024-07-31,7,2,4449,Москва,Online
